N,PDL,CALLE,COLONIA,LONGITUD,LATITUD,ID
7036,7473,MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245335,19.083301,URBANO
7037,7474,TERCERA PRIVADA MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245153,19.083557,URBANO
7038,7475,TERCERA PRIVADA MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24495,19.083924,URBANO
7039,7476,MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245602,19.083475,URBANO
7040,7477,MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24621,19.08368,URBANO
7041,7478,MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246579,19.083793,URBANO
7042,7479,MELCHOR OCAMPO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247435,19.084006,URBANO
7043,7480,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24772,19.083975,URBANO
7044,7484,XOLOC,CITLALTEPETL,-98.249903,19.083228,URBANO
7045,7485,LABIA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251682,19.083252,URBANO
7046,7486,PRIVADA CITLALTEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.252491,19.083124,URBANO
7047,7487,PRIVADA CITLALTEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.253245,19.082989,URBANO
7048,7488,PRIVADA CITLALTEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.253741,19.0829,URBANO
7049,7489,PROLONGACION AMANTILLA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251142,19.083075,URBANO
7050,7490,FRANCISCO I MADERO,CITLALTEPETL,-98.250756,19.082914,URBANO
7051,7491,IGNACIO LOPEZ RAYON,CITLALTEPETL,-98.25015,19.082864,URBANO
7052,7492,MANTINTLA,CITLALTEPETL,-98.250287,19.083064,URBANO
7053,7493,MANTINTLA,CITLALTEPETL,-98.250578,19.08323,URBANO
7054,7495,IGNACIO LOPEZ RAYON,CITLALTEPETL,-98.249779,19.083024,URBANO
7055,7497,IGNACIO LOPEZ RAYON,CITLALTEPETL,-98.248715,19.083246,URBANO
7056,7498,PRIMERA PRIVADA RAYON,CITLALTEPETL,-98.248717,19.082808,URBANO
7057,7499,PRIMERA PRIVADA RAYON,CITLALTEPETL,-98.248729,19.082252,URBANO
7058,7500,IGNACIO LOPEZ RAYON,CITLALTEPETL,-98.248598,19.083144,URBANO
7059,7501,IGNACIO LOPEZ RAYON,CITLALTEPETL,-98.248333,19.08312,URBANO
7060,7502,MONTE SION,CITLALTEPETL,-98.248252,19.082762,URBANO
7061,7503,MONTE SION,CITLALTEPETL,-98.248311,19.082201,URBANO
7062,7504,MONTE SION,CITLALTEPETL,-98.248347,19.081832,URBANO
7063,7505,FUNDADORES,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247757,19.083486,URBANO
7064,7506,FUNDADORES,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247835,19.082965,URBANO
7065,7507,FUNDADORES,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247869,19.082333,URBANO
7066,7508,FUNDADORES,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247913,19.082003,URBANO
7067,7509,FUNDADORES,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247794,19.083067,URBANO
7068,7510,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247508,19.083117,URBANO
7069,7511,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246885,19.08302,URBANO
7070,7512,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246334,19.08294,URBANO
7071,7513,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246218,19.083084,URBANO
7072,7514,PRIVADA RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246675,19.083169,URBANO
7073,7515,PRIVADA RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24694,19.083211,URBANO
7074,7516,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246276,19.083259,URBANO
7075,7517,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246383,19.082667,URBANO
7076,7518,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246425,19.082434,URBANO
7077,7519,PRIVADA TERCERA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246688,19.082189,URBANO
7078,7520,PRIVADA TERCERA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246959,19.082325,URBANO
7079,7521,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246499,19.08212,URBANO
7080,7522,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24662,19.081469,URBANO
7081,7523,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.2467,19.081127,URBANO
7082,7524,PRIVADA ABASOLO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246505,19.081289,URBANO
7083,7525,PRIVADA ABASOLO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246257,19.081758,URBANO
7084,7526,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245936,19.082782,URBANO
7085,7527,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245687,19.082658,URBANO
7086,7528,PRIVADA ABASOLO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24591,19.082297,URBANO
7087,7529,PRIVADA ABASOLO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246092,19.08195,URBANO
7088,7530,UNION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245607,19.082363,URBANO
7089,7531,UNION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245243,19.082077,URBANO
7090,7532,UNION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245393,19.081956,URBANO
7091,7533,UNION,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244908,19.081935,URBANO
7092,7534,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245299,19.082448,URBANO
7093,7535,COLOSIO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245189,19.082679,URBANO
7094,7535,COLOSIO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245189,19.082679,URBANO
7095,7536,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244935,19.082222,URBANO
7096,7537,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244592,19.082116,URBANO
7097,7538,IGNACIO LOPEZ RAYON,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244435,19.081913,URBANO
7098,7539,5 DE FEBRERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.2443,19.082306,URBANO
7099,7540,HIDALGO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244828,19.081743,URBANO
7100,7541,HIDALGO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245064,19.081331,URBANO
7101,7542,HIDALGO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245628,19.081038,URBANO
7102,7543,HIDALGO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245526,19.080622,URBANO
7103,7544,PROGRESO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244242,19.081638,URBANO
7104,7545,PROGRESO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244498,19.081248,URBANO
7105,7546,BENITO JUAREZ,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244656,19.081088,URBANO
7106,7547,PROGRESO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244708,19.080876,URBANO
7107,7555,ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244403,19.080207,URBANO
7108,7556,ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244592,19.079942,URBANO
7109,7559,ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244161,19.080591,URBANO
7110,7559,ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244161,19.080591,URBANO
7111,7565,EXPLANADA IGLESIAS,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244873,19.080497,URBANO
7112,7566,EXPLANADA IGLESIAS,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244958,19.08054,URBANO
7113,7567,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244883,19.080731,URBANO
7114,7568,HIDALGO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245231,19.080832,URBANO
7115,7570,PRIVADA ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243647,19.080996,URBANO
7116,7571,PRIVADA ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243257,19.080789,URBANO
7117,7572,BENITO JUAREZ,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243733,19.080532,URBANO
7118,7572,BENITO JUAREZ,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243733,19.080532,URBANO
7119,7573,BENITO JUAREZ,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243299,19.080402,URBANO
7120,7574,PRIVADA BENITO JUAREZ,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243651,19.079862,URBANO
7121,7575,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24379,19.079637,URBANO
7122,7576,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.243896,19.079801,URBANO
7123,7577,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244271,19.079964,URBANO
7124,7578,SEGUNDA PRIVADA FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244483,19.079531,URBANO
7125,7579,SEGUNDA PRIVADA FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.244732,19.07905,URBANO
7126,7582,ANAHUAC,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245122,19.078972,URBANO
7127,7583,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245437,19.079123,URBANO
7128,7583,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245437,19.079123,URBANO
7129,7584,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245856,19.079302,URBANO
7130,7584,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245856,19.079302,URBANO
7131,7587,HIDALGO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.245766,19.080229,URBANO
7132,7588,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246606,19.080929,URBANO
7133,7589,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246854,19.080831,URBANO
7134,7590,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.246976,19.08061,URBANO
7135,7591,ALDAMA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247185,19.080239,URBANO
7136,7592,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247094,19.081154,URBANO
7137,7593,IZTACCIHUATL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247837,19.081268,URBANO
7138,7594,IZTACCIHUATL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.248005,19.080972,URBANO
7139,7595,IZTACCIHUATL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.248189,19.080649,URBANO
7140,7596,IZTACCIHUATL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.248319,19.080433,URBANO
7141,7597,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247779,19.081473,URBANO
7142,7598,FRANCISCO I MADERO,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247969,19.081562,URBANO
7143,7599,PROLONGACION FUNDADORES,CITLALTEPETL,-98.248245,19.081495,URBANO
7144,7600,ESPALDA DE CRISTO REY,CITLALTEPETL,-98.248359,19.08127,URBANO
7145,7601,PROLONGACION FUNDADORES,CITLALTEPETL,-98.248566,19.080945,URBANO
7146,7602,FRANCISCO I MADERO,CITLALTEPETL,-98.248973,19.082095,URBANO
7147,7603,FRANCISCO I MADERO,CITLALTEPETL,-98.249441,19.082301,URBANO
7148,7604,TOLOTZIN,CITLALTEPETL,-98.249576,19.082055,URBANO
7149,7605,TOLOTZIN,CITLALTEPETL,-98.249905,19.081453,URBANO
7150,7606,FRANCISCO I MADERO,CITLALTEPETL,-98.249856,19.082493,URBANO
7151,7607,MITLA,CITLALTEPETL,-98.249995,19.082222,URBANO
7152,7608,MITLA,CITLALTEPETL,-98.250231,19.081794,URBANO
7153,7609,FRANCISCO I MADERO,CITLALTEPETL,-98.250221,19.082668,URBANO
7154,7610,XOLOC,CITLALTEPETL,-98.250673,19.081891,URBANO
7155,7611,PRIMERA PRIVADA CITLALTEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251415,19.081619,URBANO
7156,7612,PRIMERA PRIVADA CITLALTEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251699,19.081085,URBANO
7157,7613,PRIMERA PRIVADA CITLALTEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251899,19.080708,URBANO
7158,7614,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.250889,19.081493,URBANO
7159,7615,XOLOTL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.25118,19.080944,URBANO
7160,7616,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.251438,19.080464,URBANO
7161,7617,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.250484,19.081306,URBANO
7162,7618,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.250074,19.081126,URBANO
7163,7619,CALZADA CRISTO REY,CITLALTEPETL,-98.249316,19.080867,URBANO
7164,7620,ESPALDA DE CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.249579,19.080237,URBANO
7165,7623,CANCHA,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.248933,19.079474,URBANO
7166,7624,CALZADA CRISTO REY,CITLALTEPETL,-98.248746,19.080627,URBANO
7167,7625,PRIVADA POPOCATEPETL,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247719,19.080485,URBANO
7168,7626,CALZADA CRISTO REY,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.247574,19.080096,URBANO
7169,7629,SIN NOMBRE,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24854,19.080229,URBANO
7170,7629,SIN NOMBRE,IGNACIO ROMERO VARGAS (CABECERA MUNICIPAL),-98.24854,19.080229,URBANO
